h n1 d n2 err
561.000000 12.000000 0.601724 89.000000 0.168600
816.000000 1.000000 0.479761 100.000000 0.168700
823.000000 9.000000 0.092438 8.000000 0.168700
753.000000 10.000000 0.377067 16.000000 0.168700
544.000000 7.000000 0.631446 93.000000 0.168750
634.000000 12.000000 0.516298 64.000000 0.168750
804.000000 8.000000 0.203217 22.000000 0.168750
766.000000 1.000000 0.157347 87.000000 0.168800
729.000000 13.000000 0.753886 77.000000 0.168850
886.000000 7.000000 0.117757 37.000000 0.168900
567.000000 14.000000 0.580865 15.000000 0.168900
614.000000 10.000000 0.653721 38.000000 0.168950
708.000000 11.000000 0.696977 39.000000 0.168950
792.000000 7.000000 0.196827 25.000000 0.169000
712.000000 8.000000 0.390742 60.000000 0.169050
718.000000 10.000000 0.361895 19.000000 0.169050
675.000000 8.000000 0.652672 67.000000 0.169050
603.000000 6.000000 0.791373 40.000000 0.169100
913.000000 1.000000 0.321928 32.000000 0.169100
624.000000 10.000000 0.456541 35.000000 0.169150
616.000000 5.000000 0.385593 97.000000 0.169150
899.000000 3.000000 0.724561 51.000000 0.169150
716.000000 11.000000 0.402365 29.000000 0.169150
712.000000 6.000000 0.175918 64.000000 0.169200
794.000000 7.000000 0.812803 69.000000 0.169250
797.000000 10.000000 0.763569 70.000000 0.169250
642.000000 11.000000 0.738142 17.000000 0.169300
786.000000 8.000000 0.154225 16.000000 0.169300
762.000000 8.000000 0.181190 22.000000 0.169400
779.000000 8.000000 0.187267 19.000000 0.169450
755.000000 8.000000 0.154503 45.000000 0.169500
544.000000 6.000000 0.524721 11.000000 0.169600
816.000000 8.000000 0.187633 45.000000 0.169600
533.000000 14.000000 0.639721 50.000000 0.169700
655.000000 12.000000 0.357782 30.000000 0.169700
711.000000 10.000000 0.648240 46.000000 0.169700
744.000000 3.000000 0.171235 60.000000 0.169750
691.000000 8.000000 0.337663 61.000000 0.169900
713.000000 12.000000 0.753288 61.000000 0.170000
801.000000 7.000000 0.141448 23.000000 0.170000
712.000000 9.000000 0.308319 58.000000 0.170000
788.000000 8.000000 0.159756 19.000000 0.170050
535.000000 7.000000 0.547426 43.000000 0.170100
678.000000 5.000000 0.592636 53.000000 0.170150
693.000000 2.000000 0.497354 74.000000 0.170200
756.000000 4.000000 0.660327 76.000000 0.170200
577.000000 13.000000 0.491128 35.000000 0.170250
823.000000 8.000000 0.262803 53.000000 0.170300
672.000000 4.000000 0.664435 56.000000 0.170300
730.000000 6.000000 0.274492 38.000000 0.170300
541.000000 4.000000 0.453947 40.000000 0.170350
543.000000 8.000000 0.663371 13.000000 0.170600
783.000000 5.000000 0.101639 50.000000 0.170700
740.000000 10.000000 0.244589 19.000000 0.170750
709.000000 9.000000 0.176903 17.000000 0.170750
704.000000 2.000000 0.030672 70.000000 0.170900
663.000000 8.000000 0.397746 50.000000 0.170900
884.000000 11.000000 0.087518 14.000000 0.170950
814.000000 10.000000 0.745082 66.000000 0.171000
730.000000 11.000000 0.277891 45.000000 0.171050
654.000000 10.000000 0.832274 45.000000 0.171150
974.000000 7.000000 0.045316 43.000000 0.171200
616.000000 3.000000 0.416684 53.000000 0.171200
516.000000 12.000000 0.805312 80.000000 0.171200
533.000000 14.000000 0.394075 23.000000 0.171250
752.000000 4.000000 0.660025 73.000000 0.171400
586.000000 12.000000 0.764114 61.000000 0.171500
566.000000 11.000000 0.603460 16.000000 0.171500
726.000000 6.000000 0.232169 43.000000 0.171550
729.000000 7.000000 0.193864 36.000000 0.171550
990.000000 11.000000 0.107506 44.000000 0.171600
559.000000 12.000000 0.829307 29.000000 0.171600
743.000000 4.000000 0.815491 62.000000 0.171700
603.000000 10.000000 0.440689 97.000000 0.171850
545.000000 15.000000 0.796137 25.000000 0.171950
645.000000 8.000000 0.900855 75.000000 0.172000
753.000000 2.000000 0.320783 70.000000 0.172050
516.000000 11.000000 0.849510 88.000000 0.172300
830.000000 11.000000 0.197971 20.000000 0.172300
862.000000 6.000000 0.780421 14.000000 0.172350
930.000000 5.000000 0.909141 11.000000 0.172400
521.000000 10.000000 0.651710 73.000000 0.172400
608.000000 10.000000 0.408152 59.000000 0.172800
607.000000 3.000000 0.522777 27.000000 0.172800
531.000000 5.000000 0.416532 79.000000 0.172800
745.000000 12.000000 0.222578 74.000000 0.173100
788.000000 9.000000 0.079116 85.000000 0.173100
722.000000 9.000000 0.194916 68.000000 0.173300
511.000000 3.000000 0.386452 9.000000 0.173350
731.000000 4.000000 0.583754 39.000000 0.173450
671.000000 5.000000 0.576043 76.000000 0.173450
556.000000 3.000000 0.526406 75.000000 0.173500
513.000000 11.000000 0.495648 47.000000 0.173500
656.000000 10.000000 0.138027 13.000000 0.173600
624.000000 7.000000 0.158007 78.000000 0.173650
654.000000 12.000000 0.287931 25.000000 0.173650
652.000000 7.000000 0.081275 48.000000 0.173700
902.000000 8.000000 0.876386 86.000000 0.173750
523.000000 12.000000 0.456440 72.000000 0.173900
493.000000 9.000000 0.408342 51.000000 0.173900
948.000000 3.000000 0.912891 97.000000 0.173950
646.000000 8.000000 0.267348 55.000000 0.173950
967.000000 12.000000 0.923162 2.000000 0.174000
848.000000 8.000000 0.867129 52.000000 0.174000
518.000000 9.000000 0.436561 74.000000 0.174100
609.000000 4.000000 0.852648 99.000000 0.174100
555.000000 11.000000 0.801533 59.000000 0.174100
870.000000 6.000000 0.925066 85.000000 0.174200
585.000000 14.000000 0.317978 55.000000 0.174200
867.000000 8.000000 0.872020 76.000000 0.174250
619.000000 11.000000 0.251626 45.000000 0.174300
562.000000 5.000000 0.683471 60.000000 0.174300
463.000000 7.000000 0.329715 33.000000 0.174400
872.000000 1.000000 0.476476 58.000000 0.174450
874.000000 11.000000 0.111024 59.000000 0.174650
493.000000 11.000000 0.595445 23.000000 0.174650
816.000000 9.000000 0.733544 56.000000 0.174750
735.000000 2.000000 0.372383 11.000000 0.174950
784.000000 5.000000 0.461370 7.000000 0.175000
656.000000 4.000000 0.066056 76.000000 0.175050
720.000000 15.000000 0.290017 31.000000 0.175100
850.000000 10.000000 0.769491 31.000000 0.175300
449.000000 14.000000 0.550678 8.000000 0.175400
475.000000 7.000000 0.546401 66.000000 0.175400
588.000000 2.000000 0.309784 77.000000 0.175500
744.000000 7.000000 0.089767 30.000000 0.175550
831.000000 5.000000 0.943392 13.000000 0.175850
769.000000 14.000000 0.776451 59.000000 0.176000
529.000000 5.000000 0.272089 52.000000 0.176050
980.000000 1.000000 0.591213 57.000000 0.176250
601.000000 3.000000 0.723842 83.000000 0.176450
530.000000 5.000000 0.174974 15.000000 0.176600
795.000000 8.000000 0.652374 36.000000 0.176650
724.000000 8.000000 0.770485 35.000000 0.176900
762.000000 2.000000 0.638382 26.000000 0.176950
983.000000 12.000000 0.034875 33.000000 0.177000
728.000000 10.000000 0.688773 79.000000 0.177100
715.000000 8.000000 0.814102 42.000000 0.177200
493.000000 12.000000 0.245765 38.000000 0.177450
750.000000 13.000000 0.771102 29.000000 0.177450
543.000000 13.000000 0.198376 14.000000 0.177700
485.000000 3.000000 0.654563 7.000000 0.177800
921.000000 3.000000 0.772764 7.000000 0.177900
771.000000 11.000000 0.829211 4.000000 0.178050
493.000000 7.000000 0.123109 42.000000 0.178100
731.000000 12.000000 0.141300 30.000000 0.178300
656.000000 14.000000 0.078676 30.000000 0.178350
960.000000 6.000000 0.960775 93.000000 0.178450
398.000000 13.000000 0.377486 98.000000 0.178600
648.000000 12.000000 0.760281 60.000000 0.178800
490.000000 15.000000 0.196487 1.000000 0.179100
445.000000 14.000000 0.857594 33.000000 0.179200
699.000000 15.000000 0.043498 4.000000 0.179250
577.000000 9.000000 0.165778 38.000000 0.179300
426.000000 7.000000 0.652956 18.000000 0.179350
400.000000 5.000000 0.477197 92.000000 0.179400
496.000000 7.000000 0.706139 52.000000 0.179400
464.000000 8.000000 0.156970 99.000000 0.179400
373.000000 6.000000 0.416231 51.000000 0.179550
440.000000 2.000000 0.120095 5.000000 0.179600
593.000000 11.000000 0.187804 71.000000 0.179650
724.000000 11.000000 0.073145 56.000000 0.179800
391.000000 13.000000 0.768703 4.000000 0.179850
463.000000 4.000000 0.187993 74.000000 0.179850
383.000000 10.000000 0.544782 52.000000 0.180000
690.000000 5.000000 0.779865 73.000000 0.180050
484.000000 9.000000 0.242231 92.000000 0.180250
887.000000 11.000000 0.015630 83.000000 0.180300
808.000000 4.000000 0.927982 53.000000 0.180450
479.000000 7.000000 0.088929 65.000000 0.180450
417.000000 8.000000 0.270442 38.000000 0.180500
505.000000 15.000000 0.802055 72.000000 0.180550
601.000000 12.000000 0.183751 47.000000 0.180600
469.000000 10.000000 0.751481 48.000000 0.180700
409.000000 3.000000 0.142112 51.000000 0.180750
432.000000 10.000000 0.600381 2.000000 0.180850
360.000000 11.000000 0.622215 93.000000 0.181050
429.000000 7.000000 0.237558 64.000000 0.181350
715.000000 1.000000 0.507236 98.000000 0.181400
482.000000 11.000000 0.316995 61.000000 0.181500
401.000000 4.000000 0.398173 69.000000 0.181500
506.000000 8.000000 0.220163 77.000000 0.181550
371.000000 11.000000 0.378423 9.000000 0.181600
694.000000 15.000000 0.960702 18.000000 0.181650
372.000000 9.000000 0.177530 22.000000 0.181800
404.000000 9.000000 0.482488 28.000000 0.181850
402.000000 6.000000 0.400965 16.000000 0.181950
678.000000 12.000000 0.061266 52.000000 0.182050
476.000000 12.000000 0.140166 17.000000 0.182250
331.000000 8.000000 0.536390 84.000000 0.182300
524.000000 10.000000 0.236500 88.000000 0.182400
838.000000 11.000000 0.802182 85.000000 0.182700
449.000000 9.000000 0.103064 61.000000 0.182800
392.000000 13.000000 0.428354 30.000000 0.182850
731.000000 11.000000 0.023615 99.000000 0.183150
532.000000 12.000000 0.182511 40.000000 0.183350
343.000000 11.000000 0.347725 76.000000 0.183550
500.000000 4.000000 0.728110 91.000000 0.183800
385.000000 3.000000 0.418278 40.000000 0.184000
387.000000 4.000000 0.567415 31.000000 0.184000
464.000000 6.000000 0.595854 64.000000 0.184000
625.000000 14.000000 0.044788 75.000000 0.184100
375.000000 13.000000 0.736943 35.000000 0.184200
710.000000 1.000000 0.523314 69.000000 0.184350
698.000000 7.000000 0.753796 32.000000 0.184750
542.000000 13.000000 0.049536 9.000000 0.185200
517.000000 15.000000 0.144517 66.000000 0.185250
388.000000 3.000000 0.566142 42.000000 0.185250
384.000000 5.000000 0.206781 22.000000 0.185300
333.000000 6.000000 0.438540 93.000000 0.185350
323.000000 4.000000 0.260505 94.000000 0.185350
314.000000 13.000000 0.541598 22.000000 0.185900
353.000000 2.000000 0.152715 85.000000 0.186250
470.000000 1.000000 0.532450 90.000000 0.186250
739.000000 6.000000 0.820722 50.000000 0.186750
402.000000 11.000000 0.047786 22.000000 0.186950
305.000000 9.000000 0.064844 73.000000 0.188500
348.000000 11.000000 0.198884 9.000000 0.188800
336.000000 5.000000 0.217407 36.000000 0.188850
465.000000 8.000000 0.910652 35.000000 0.189000
286.000000 8.000000 0.435988 35.000000 0.189150
379.000000 12.000000 0.220799 97.000000 0.189200
302.000000 15.000000 0.382332 1.000000 0.189350
396.000000 3.000000 0.685908 43.000000 0.189500
282.000000 7.000000 0.407791 63.000000 0.189800
572.000000 12.000000 0.749863 58.000000 0.190000
268.000000 10.000000 0.613490 70.000000 0.190700
478.000000 10.000000 0.671609 23.000000 0.190850
390.000000 1.000000 0.341090 84.000000 0.191200
836.000000 10.000000 0.739112 69.000000 0.191200
316.000000 14.000000 0.284261 54.000000 0.191450
373.000000 13.000000 0.062172 79.000000 0.191750
287.000000 6.000000 0.133662 59.000000 0.192300
277.000000 4.000000 0.077834 26.000000 0.192500
842.000000 12.000000 0.754118 22.000000 0.192800
894.000000 8.000000 0.780313 59.000000 0.193350
237.000000 9.000000 0.536664 97.000000 0.193550
348.000000 5.000000 0.886803 15.000000 0.193600
227.000000 12.000000 0.582896 33.000000 0.194250
315.000000 6.000000 0.923634 23.000000 0.194650
242.000000 4.000000 0.223180 10.000000 0.195550
757.000000 14.000000 0.805999 69.000000 0.195750
338.000000 1.000000 0.396083 94.000000 0.196450
605.000000 1.000000 0.718383 28.000000 0.196900
910.000000 7.000000 0.901365 47.000000 0.197400
214.000000 13.000000 0.603032 80.000000 0.197900
234.000000 4.000000 0.571604 69.000000 0.197900
220.000000 6.000000 0.489871 66.000000 0.198200
220.000000 9.000000 0.236824 44.000000 0.198700
259.000000 9.000000 0.006756 70.000000 0.199500
318.000000 5.000000 0.753602 58.000000 0.199700
216.000000 15.000000 0.319970 66.000000 0.200200
386.000000 2.000000 0.741857 32.000000 0.202150
454.000000 9.000000 0.899367 59.000000 0.202300
268.000000 10.000000 0.783555 12.000000 0.205100
235.000000 11.000000 0.826616 61.000000 0.205600
215.000000 13.000000 0.124507 73.000000 0.205650
292.000000 7.000000 0.936556 73.000000 0.206250
220.000000 10.000000 0.891057 78.000000 0.208700
453.000000 10.000000 0.806423 74.000000 0.209250
187.000000 4.000000 0.496935 59.000000 0.209300
397.000000 1.000000 0.762379 87.000000 0.209900
211.000000 6.000000 0.726010 33.000000 0.210000
187.000000 7.000000 0.258248 33.000000 0.211300
324.000000 1.000000 0.680781 35.000000 0.211400
156.000000 1.000000 0.046590 51.000000 0.217600
169.000000 13.000000 0.572429 2.000000 0.221900
143.000000 11.000000 0.078103 86.000000 0.221950
333.000000 7.000000 0.647893 34.000000 0.224200
148.000000 13.000000 0.768135 13.000000 0.224400
143.000000 11.000000 0.563960 13.000000 0.224450
138.000000 14.000000 0.343115 22.000000 0.225550
137.000000 3.000000 0.459067 32.000000 0.229100
169.000000 11.000000 0.760849 29.000000 0.232800
126.000000 6.000000 0.426461 58.000000 0.235450
162.000000 11.000000 0.956522 54.000000 0.240300
135.000000 1.000000 0.514047 64.000000 0.240500
117.000000 1.000000 0.074080 17.000000 0.244750
156.000000 12.000000 0.948692 57.000000 0.245000
115.000000 3.000000 0.320802 56.000000 0.248450
145.000000 4.000000 0.900281 99.000000 0.248700
109.000000 8.000000 0.260483 73.000000 0.254100
107.000000 2.000000 0.176359 50.000000 0.256950
108.000000 1.000000 0.850105 26.000000 0.276600
241.000000 2.000000 0.939678 4.000000 0.309950
313.000000 7.000000 0.986740 58.000000 0.467050
